rx_bytes,tx_bytes,rx_packets,tx_packets,ram_usage,cpu_usage,time
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:49.651613+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:17:50.676489+00:00
0.0,0.0,0.0,0.0,-12288.0,623000.0,2023-04-10 10:17:51.687737+00:00
42.0,42.0,1.0,1.0,0.0,0.0,2023-04-10 10:17:52.703111+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:53.717409+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:54.737571+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:55.758912+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:56.774363+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:57.792590+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:58.808427+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:17:59.830841+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:00.844749+00:00
0.0,74.0,0.0,1.0,8192.0,2158000.0,2023-04-10 10:18:01.874432+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:02.885545+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:03.902312+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:04.914630+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:05.931234+00:00
0.0,0.0,0.0,0.0,-8192.0,593000.0,2023-04-10 10:18:06.944764+00:00
42.0,42.0,1.0,1.0,0.0,0.0,2023-04-10 10:18:07.967225+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:08.980835+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:09.999912+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:11.019570+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:12.038815+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:13.059245+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:14.069593+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:15.080642+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:16.095247+00:00
54.0,74.0,1.0,1.0,8192.0,2816000.0,2023-04-10 10:18:17.115439+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:18.128717+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:19.144697+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:20.159829+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:21.173260+00:00
0.0,0.0,0.0,0.0,-8192.0,657000.0,2023-04-10 10:18:22.189365+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:23.207638+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:24.221842+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:25.232364+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:26.241382+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:27.258092+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:28.275609+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:29.292781+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:30.302236+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:31.315395+00:00
54.0,74.0,1.0,1.0,8192.0,1103000.0,2023-04-10 10:18:32.329571+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:33.343815+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:34.361061+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:35.377217+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:36.391583+00:00
42.0,42.0,1.0,1.0,-8192.0,482000.0,2023-04-10 10:18:37.404668+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:38.419432+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:39.435522+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:40.447734+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:41.461991+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:42.474098+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:43.487607+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:44.503234+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:45.515633+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:46.531269+00:00
54.0,74.0,1.0,1.0,8192.0,1275000.0,2023-04-10 10:18:47.544394+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:48.561020+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:49.576990+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:18:50.590520+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:51.606613+00:00
42.0,42.0,1.0,1.0,-8192.0,695000.0,2023-04-10 10:18:52.617213+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:53.629390+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:54.638913+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:55.650146+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:56.659296+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:57.671532+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:58.680940+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:18:59.692360+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:00.703904+00:00
54.0,0.0,1.0,0.0,0.0,0.0,2023-04-10 10:19:01.712172+00:00
0.0,74.0,0.0,1.0,8192.0,1121000.0,2023-04-10 10:19:02.722683+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:03.738045+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:04.755195+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:05.767155+00:00
0.0,0.0,0.0,0.0,-8192.0,613000.0,2023-04-10 10:19:06.781316+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:07.795201+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:08.812011+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:09.827523+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:10.843681+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:11.858646+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:12.868531+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:13.881135+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:14.893473+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:15.906541+00:00
54.0,74.0,1.0,1.0,8192.0,1578000.0,2023-04-10 10:19:16.919940+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:17.934991+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:18.949455+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:19.963648+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:20.975482+00:00
0.0,0.0,0.0,0.0,-8192.0,579000.0,2023-04-10 10:19:21.988852+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:23.002240+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:24.034051+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:25.046784+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:26.062864+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:27.074663+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:28.087367+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:29.096422+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:30.104954+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:31.114451+00:00
54.0,74.0,1.0,1.0,8192.0,852000.0,2023-04-10 10:19:32.126284+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:33.140158+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:34.155635+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:35.164715+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:36.172223+00:00
42.0,42.0,1.0,1.0,-8192.0,446000.0,2023-04-10 10:19:37.185932+00:00
42.0,42.0,1.0,1.0,0.0,0.0,2023-04-10 10:19:38.198880+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:39.210641+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:40.222290+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:41.232327+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:42.245310+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:43.259045+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:44.279856+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:45.292456+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:46.302700+00:00
54.0,74.0,1.0,1.0,8192.0,1433000.0,2023-04-10 10:19:47.318648+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:48.333165+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:49.347658+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:19:50.356300+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:51.365966+00:00
0.0,0.0,0.0,0.0,-8192.0,196000.0,2023-04-10 10:19:52.377924+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:53.388902+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:54.398966+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:55.408774+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:56.423290+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:57.435655+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:58.449117+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:19:59.462958+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:20:00.476727+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:20:01.493490+00:00
54.0,74.0,1.0,1.0,8192.0,858000.0,2023-04-10 10:20:02.507304+00:00
0.0,74.0,0.0,1.0,0.0,0.0,2023-04-10 10:20:03.520715+00:00
0.0,0.0,0.0,0.0,0.0,0.0,2023-04-10 10:20:04.533610+00:00
